benchmark,warmup_iter,iter,name,command,duration,lines,env
subtitles_en_surrounding_words,1,3,rg (ASCII),rg -n (?-u)\w+\s+Holmes\s+\w+ C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.sample.en,0.625011682510376,317,
subtitles_en_surrounding_words,1,3,rg (ASCII),rg -n (?-u)\w+\s+Holmes\s+\w+ C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.sample.en,0.6250059604644775,317,
subtitles_en_surrounding_words,1,3,rg (ASCII),rg -n (?-u)\w+\s+Holmes\s+\w+ C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.sample.en,0.609419584274292,317,
subtitles_ru_alternate,1,3,rg (lines),rg -n Шерлок Холмс|Джон Уотсон|Ирен Адлер|инспектор Лестрейд|профессор Мориарти C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.671875476837158,691,
subtitles_ru_alternate,1,3,rg (lines),rg -n Шерлок Холмс|Джон Уотсон|Ирен Адлер|инспектор Лестрейд|профессор Мориарти C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.625011682510376,691,
subtitles_ru_alternate,1,3,rg (lines),rg -n Шерлок Холмс|Джон Уотсон|Ирен Адлер|инспектор Лестрейд|профессор Мориарти C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.656265497207642,691,
subtitles_ru_alternate,1,3,rg,rg Шерлок Холмс|Джон Уотсон|Ирен Адлер|инспектор Лестрейд|профессор Мориарти C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.421869993209839,691,
subtitles_ru_alternate,1,3,rg,rg Шерлок Холмс|Джон Уотсон|Ирен Адлер|инспектор Лестрейд|профессор Мориарти C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.406249523162842,691,
subtitles_ru_alternate,1,3,rg,rg Шерлок Холмс|Джон Уотсон|Ирен Адлер|инспектор Лестрейд|профессор Мориарти C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.406232595443726,691,
subtitles_ru_alternate_casei,1,3,rg,rg -n -i Шерлок Холмс|Джон Уотсон|Ирен Адлер|инспектор Лестрейд|профессор Мориарти C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.8281333446502686,735,
subtitles_ru_alternate_casei,1,3,rg,rg -n -i Шерлок Холмс|Джон Уотсон|Ирен Адлер|инспектор Лестрейд|профессор Мориарти C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.8593738079071045,735,
subtitles_ru_alternate_casei,1,3,rg,rg -n -i Шерлок Холмс|Джон Уотсон|Ирен Адлер|инспектор Лестрейд|профессор Мориарти C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.81257438659668,735,
subtitles_ru_literal,1,3,rg,rg Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.7031416893005371,583,
subtitles_ru_literal,1,3,rg,rg Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.6562190055847168,583,
subtitles_ru_literal,1,3,rg,rg Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.6718859672546387,583,
subtitles_ru_literal,1,3,rg (no mmap),rg --no-mmap Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.9843840599060059,583,
subtitles_ru_literal,1,3,rg (no mmap),rg --no-mmap Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,1.0781090259552002,583,
subtitles_ru_literal,1,3,rg (no mmap),rg --no-mmap Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,1.0625267028808594,583,
subtitles_ru_literal,1,3,rg (lines),rg -n Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.9062843322753906,583,
subtitles_ru_literal,1,3,rg (lines),rg -n Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.906240701675415,583,
subtitles_ru_literal,1,3,rg (lines),rg -n Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.9220147132873535,583,
subtitles_ru_literal_casei,1,3,rg,rg -i Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.484368085861206,604,
subtitles_ru_literal_casei,1,3,rg,rg -i Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.546875476837158,604,
subtitles_ru_literal_casei,1,3,rg,rg -i Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.4843761920928955,604,
subtitles_ru_literal_casei,1,3,rg (lines),rg -n -i Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.64056658744812,604,
subtitles_ru_literal_casei,1,3,rg (lines),rg -n -i Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.624987602233887,604,
subtitles_ru_literal_casei,1,3,rg (lines),rg -n -i Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.625040292739868,604,
subtitles_ru_literal_word,1,3,rg (ASCII),rg -n (?-u:\b)Шерлок Холмс(?-u:\b) C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.6562447547912598,,
subtitles_ru_literal_word,1,3,rg (ASCII),rg -n (?-u:\b)Шерлок Холмс(?-u:\b) C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.6406097412109375,,
subtitles_ru_literal_word,1,3,rg (ASCII),rg -n (?-u:\b)Шерлок Холмс(?-u:\b) C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.6874921321868896,,
subtitles_ru_literal_word,1,3,rg,rg -nw Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.9218869209289551,579,
subtitles_ru_literal_word,1,3,rg,rg -nw Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.8593802452087402,579,
subtitles_ru_literal_word,1,3,rg,rg -nw Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.8750169277191162,579,
subtitles_ru_no_literal,1,3,rg,rg -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,5.06254506111145,41,
subtitles_ru_no_literal,1,3,rg,rg -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,5.062488794326782,41,
subtitles_ru_no_literal,1,3,rg,rg -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,5.015618562698364,41,
subtitles_ru_no_literal,1,3,rg (ASCII),rg -n (?-u)\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.32811164855957,,
subtitles_ru_no_literal,1,3,rg (ASCII),rg -n (?-u)\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.312498092651367,,
subtitles_ru_no_literal,1,3,rg (ASCII),rg -n (?-u)\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.328093767166138,,
subtitles_ru_surrounding_words,1,3,rg,rg -n \w+\s+Холмс\s+\w+ C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.8750095367431641,278,
subtitles_ru_surrounding_words,1,3,rg,rg -n \w+\s+Холмс\s+\w+ C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.9218733310699463,278,
subtitles_ru_surrounding_words,1,3,rg,rg -n \w+\s+Холмс\s+\w+ C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.8749940395355225,278,
