benchmark,warmup_iter,iter,name,command,duration,lines,env
subtitles_ru_literal_word,1,3,rg,rg -nw Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.8281064033508301,579,
subtitles_ru_literal_word,1,3,rg,rg -nw Шерлок Холмс C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.9373941421508789,579,
subtitles_ru_no_literal,1,3,rg,rg -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,5.015596389770508,41,
subtitles_ru_no_literal,1,3,rg,rg -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,5.046829462051392,41,
subtitles_ru_no_literal,1,3,rg,rg -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,5.046836614608765,41,
subtitles_ru_no_literal,1,3,rg (ASCII),rg -n (?-u)\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.437458038330078,,
subtitles_ru_no_literal,1,3,rg (ASCII),rg -n (?-u)\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.421842813491821,,
subtitles_ru_no_literal,1,3,rg (ASCII),rg -n (?-u)\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,4.421892881393433,,
subtitles_ru_surrounding_words,1,3,rg,rg -n \w+\s+Холмс\s+\w+ C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.8749995231628418,278,
subtitles_ru_surrounding_words,1,3,rg,rg -n \w+\s+Холмс\s+\w+ C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.9375126361846924,278,
subtitles_ru_surrounding_words,1,3,rg,rg -n \w+\s+Холмс\s+\w+ C:\Users\ianskerins\ripgrep\benchsuite\subtitles\OpenSubtitles2016.raw.ru,0.8749730587005615,278,
